pret,descriere,link
2799,"Laptop Huawei MateBook D15 2021 cu procesor Intel® Core i3-10110U, 15.6"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Windows 10 Home, Silver",https://www.emag.ro/laptop-huawei-matebook-d15-2021-cu-procesor-intelr-core-i3-10110u-15-6-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-620-windows-10-home-silver-53011ttj/pd/DD5N6NMBM/
4699,"Laptop Gaming HP Pavilion 17-cd2026nq cu procesor Intel® Core™ i5-11300H, 17.3"", Full HD, 144Hz, 8GB, 512GB SSD, NVIDIA® GeForce RTX™ 3050 Ti 4GB, Free DOS, Shadow Black",https://www.emag.ro/laptop-gaming-hp-pavilion-17-cd2026nq-cu-procesor-intelr-coretm-i5-11300h-17-3-full-hd-144hz-8gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-ti-4gb-free-dos-shadow-black-4q6y0ea/pd/DF7KLPMBM/
2699,"Laptop Lenovo IdeaPad 3 15IIL05 cu procesor Intel® Core™ i7-1065G7, 15.6"" Full HD, 8GB, 512GB SSD, Intel® Iris® Plus Graphics, FreeDOS, Platinum Grey",https://www.emag.ro/laptop-lenovo-ideapad-3-15iil05-cu-procesor-intelr-coretm-i7-1065g7-15-6-full-hd-8gb-512gb-ssd-intelr-irisr-plus-graphics-freedos-platinum-grey-81we00r2rm/pd/D83P03MBM/
7499,"Laptop Gaming ASUS ROG Zephyrus G15 GA503QM cu procesor AMD Ryzen™ 9 5900HS, 15.6"", WQHD, 165Hz, 16GB, 1TB SSD, NVIDIA® GeForce RTX™ 3060 6GB, No OS, Moonlight White",https://www.emag.ro/laptop-gaming-asus-rog-zephyrus-g15-ga503qm-cu-procesor-amd-ryzentm-9-5900hs-15-6-wqhd-165hz-16gb-1tb-ssd-nvidiar-geforce-rtxtm-3060-6gb-no-os-moonlight-white-ga503qm-hq058/pd/DSJGFXMBM/
7899,"Laptop Gaming ASUS ROG Strix G15 Advantage Edition G513QY cu procesor AMD Ryzen™ 9 5900HX, 15.6"", Full HD, 300Hz, 16GB, 512GB, AMD® Radeon™ RX 6800M 12GB, No OS, Original Black",https://www.emag.ro/laptop-gaming-asus-rog-strix-g15-advantage-edition-g513qy-cu-procesor-amd-ryzentm-9-5900hx-15-6-full-hd-300hz-16gb-512gb-amdr-radeontm-rx-6800m-12gb-no-os-original-black-g513qy-hf001/pd/D0YJ7XMBM/
3799,"Laptop ultraportabil Lenovo Yoga Slim 7 14ITL05 cu procesor Intel Core i5-1135G7 pana la 4.20 GHz, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel Iris Xe Graphics, Windows 10 Home, Orchid",https://www.emag.ro/laptop-ultraportabil-lenovo-yoga-slim-7-14itl05-cu-procesor-intel-core-i5-1135g7-pana-la-4-20-ghz-14-full-hd-ips-8gb-512gb-ssd-intel-iris-xe-graphics-windows-10-home-orchid-82a300bkrm/pd/DQWWKNMBM/
3799,"Laptop Gaming ASUS TUF F15 FX506LH cu procesor Intel® Core™ i5-10300H pana la 4.50 GHz, 15.6"", Full HD, 144Hz, 8GB, 512GB SSD, NVIDIA® GeForce® GTX 1650 4GB, Free DOS, Fortress Gray",https://www.emag.ro/laptop-gaming-asus-tuf-f15-fx506lh-cu-procesor-intelr-coretm-i5-10300h-pana-la-4-50-ghz-15-6-full-hd-144hz-8gb-512gb-ssd-nvidiar-geforcer-gtx-1650-4gb-free-dos-fortress-gray-fx506lh-hn002/pd/DCJPHNMBM/
4799,"Laptop Gaming HP Pavilion 17-cd2023nq cu procesor Intel® Core™ i5-11300H, 17.3"", Full HD, 144Hz, 8GB, 256GB SSD + 1TB SSD, NVIDIA® GeForce RTX™ 3050 Ti 4GB, Free DOS, Black",https://www.emag.ro/laptop-gaming-hp-pavilion-17-cd2023nq-cu-procesor-intelr-coretm-i5-11300h-17-3-full-hd-144hz-8gb-256gb-ssd-1tb-ssd-nvidiar-geforce-rtxtm-3050-ti-4gb-free-dos-black-4q6x9ea/pd/DGF1NPMBM/
2999,"Laptop ASUS VivoBook K513EA cu procesor Intel® Core™ i5-1135G7, 15.6"", Full HD, 8GB, 512GB SSD, Intel Iris Xᵉ Graphics, Free DOS, Indie Black",https://www.emag.ro/laptop-asus-vivobook-k513ea-cu-procesor-intelr-coretm-i5-1135g7-15-6-full-hd-8gb-512gb-ssd-intel-iris-x-graphics-free-dos-indie-black-k513ea-bq1961/pd/DBVWBXMBM/
1799,"Laptop ultraportabil Acer Swift 1 SF114-34 cu procesor Intel Celeron N5100, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics, No Os, Gold",https://www.emag.ro/laptop-ultraportabil-acer-swift-1-sf114-34-cu-procesor-intel-celeron-n5100-14-full-hd-8gb-256gb-ssd-intel-uhd-graphics-no-os-gold-nx-a75ex-004/pd/D1SN10MBM/
1299,"Laptop ultraportabil ASUS E210MA cu procesor Intel® Celeron® N4020, 11.6"", HD, 4GB, 128GB, eMMC, Intel® UHD Graphics 600, Windows 10 Home S, Star Black",https://www.emag.ro/laptop-ultraportabil-asus-e210ma-cu-procesor-intelr-celeronr-n4020-11-6-hd-4gb-128gb-emmc-intelr-uhd-graphics-600-windows-10-home-s-star-black-e210ma-gj204ts/pd/DWVJ2XMBM/
1299,"Laptop ultraportabil Prestigio SmartBook 133 C4 cu procesor AMD A4-9120e pana la 2.20 GHz, 14.1"", HD, 4GB, 64GB eMMC, AMD Radeon R3, Windows 10 Pro, Dark Grey",https://www.emag.ro/laptop-ultraportabil-prestigio-smartbook-133-c4-cu-procesor-amd-a4-9120e-pana-la-2-20-ghz-14-1-hd-4gb-64gb-emmc-amd-radeon-r3-windows-10-pro-dark-grey-psb133c04cgp-dg/pd/D54KRDMBM/
1999,"Laptop Lenovo V15 ADA cu procesor AMD Ryzen 3 3250U pana la 3.50 Ghz, 15.6"", Full HD, 8GB, 256GB SSD, Radeon Vega Graphics, Free DOS, Iron Grey",https://www.emag.ro/laptop-lenovo-v15-ada-cu-procesor-amd-ryzen-3-3250u-pana-la-3-50-ghz-15-6-full-hd-8gb-256gb-ssd-radeon-vega-graphics-free-dos-iron-grey-82c7001krm/pd/DKNF72MBM/
6999,"Laptop Gaming ASUS ROG Zephyrus G14 GA401QM cu procesor AMD Ryzen™ 9 5900HS, 14"", QHD, 120Hz, 16GB, 512GB SSD, NVIDIA® GeForce RTX™ 3060 6GB, No OS, Eclipse Gray",https://www.emag.ro/laptop-gaming-asus-rog-zephyrus-g14-ga401qm-cu-procesor-amd-ryzentm-9-5900hs-14-qhd-120hz-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3060-6gb-no-os-eclipse-gray-ga401qm-k2231/pd/DDLFKXMBM/
4799,"Laptop Gaming ASUS TUF F15 FX506LI cu procesor Intel® Core™ i7-10870H pana la 5.00 GHz, 15.6"", Full HD, 144Hz, 8GB, 1TB SSD, NVIDIA® GeForce® GTX 1650 Ti 4GB, Free DOS, Bonfire Black",https://www.emag.ro/laptop-gaming-asus-tuf-f15-fx506li-cu-procesor-intelr-coretm-i7-10870h-pana-la-5-00-ghz-15-6-full-hd-144hz-8gb-1tb-ssd-nvidiar-geforcer-gtx-1650-ti-4gb-free-dos-bonfire-black-fx506li-hn231/pd/D9SSRNMBM/
3799,"Laptop Lenovo IdeaPad 3 17ITL6 cu procesor Intel Core i7-1165G7 pana la 4.70 GHz, 17.3"", Full HD, IPS, IPS, 12GB, 512GB SSD, Intel Iris Xe Graphics, Free DOS, Arctic Grey",https://www.emag.ro/laptop-lenovo-ideapad-3-17itl6-cu-procesor-intel-core-i7-1165g7-pana-la-4-70-ghz-17-3-full-hd-ips-ips-12gb-512gb-ssd-intel-iris-xe-graphics-free-dos-arctic-grey-82h9005hrm/pd/DT4V70MBM/
3499,"Laptop Gaming Lenovo IdeaPad 3 15ACH6 cu procesor AMD Ryzen 7 5800H, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, No OS, Shadow Black",https://www.emag.ro/laptop-gaming-lenovo-ideapad-3-15ach6-cu-procesor-amd-ryzen-7-5800h-15-6-full-hd-8gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-no-os-shadow-black-82k2007crm/pd/D0LYXXMBM/
2499,"Laptop HP 250 G8 cu procesor Intel® Core™ i3-1005G1, 15.6"", Full HD, 8GB, 512GB SSD, Intel® UHD Graphics, Free DOS, Asteroid silver",https://www.emag.ro/laptop-hp-250-g8-cu-procesor-intelr-coretm-i3-1005g1-15-6-full-hd-8gb-512gb-ssd-intelr-uhd-graphics-free-dos-asteroid-silver-2x7v6ea/pd/DMQWYHMBM/
2499,"Laptop ultraportabil Lenovo IdeaPad 3 14IIL05 cu procesor Intel Core i5-1035G1, 14"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics, No OS, Platinum Grey",https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-3-14iil05-cu-procesor-intel-core-i5-1035g1-14-full-hd-8gb-512gb-ssd-intel-uhd-graphics-no-os-platinum-grey-81wd00wfpb/pd/DFJ1NPMBM/
1799,"Laptop Lenovo IdeaPad 3 15ITL6 cu procesor Intel Core i3-1115G4, 15.6"", Full HD,IPS, 4GB, 128GB, Intel UHD Graphics, No OS, Sand",https://www.emag.ro/laptop-lenovo-ideapad-3-15itl6-cu-procesor-intel-core-i3-1115g4-15-6-full-hd-ips-4gb-128gb-intel-uhd-graphics-no-os-sand-82h801esrm/pd/DPNQQPMBM/
4799,"Laptop Gaming ASUS TUF Gaming F17 FX706HCB-HX118 cu procesor Intel® Core™ i5-11400H, 17.3""Full HD, 8GB, 1TB SSD, NVIDIA® GeForce RTX™ 3050 4GB, No OS, Eclipse Gray",https://www.emag.ro/laptop-gaming-asus-tuf-gaming-f17-cu-procesor-intelr-coretm-i5-11400h-17-3-full-hd-8gb-1tb-ssd-nvidiar-geforce-rtxtm-3050-4gb-no-os-eclipse-gray-fx706hcb-hx118/pd/DR9RFPMBM/
3049,"Laptop HP 15-dw3027nq cu procesor Intel Core i5-1135G7, 15.6"", Full HD, 8GB, 256GB SSD, Intel Iris Xe, Windows 10 Home, Jet Black",https://www.emag.ro/laptop-hp-15-dw3027nq-cu-procesor-intel-core-i5-1135g7-15-6-full-hd-8gb-256gb-ssd-intel-iris-xe-windows-10-home-jet-black-4r8n2ea/pd/DZGZ3XMBM/
3299,"Laptop Lenovo IdeaPad 3 15IIL05 cu procesor Intel® Core™ i7-1065G7, 15.6"" Full HD, 12GB, 512GB SSD, Intel® Iris® Plus Graphics, FreeDOS, Platinum Grey",https://www.emag.ro/laptop-lenovo-ideapad-3-15iil05-cu-procesor-intelr-coretm-i7-1065g7-15-6-full-hd-12gb-512gb-ssd-intelr-irisr-plus-graphics-freedos-platinum-grey-81we00r4rm/pd/DW3P03MBM/
4199,"Laptop Gaming HP Pavilion 15-ec1045nq cu procesor AMD Ryzen 7 4800H, 15.6"", 16GB, 512GB SSD, nVidia GeForce GTX 1650 Ti 4GB, Free DOS, Shadow Black",https://www.emag.ro/laptop-gaming-hp-pavilion-15-ec1045nq-cu-procesor-amd-ryzen-7-4800h-15-6-16gb-512gb-ssd-nvidia-geforce-gtx-1650-ti-4gb-free-dos-shadow-black-1u6e9ea/pd/DYZ32XMBM/
6599,"Laptop Gaming ASUS TUF Gaming F17 FX706HM cu procesor Intel® Core™ i7-11800H, 17.3"", Full HD, 144Hz, 16GB, 1TB SSD, NVIDIA® GeForce RTX™ 3060 6GB, No OS, Graphite Black",https://www.emag.ro/laptop-gaming-asus-tuf-gaming-f17-fx706hm-cu-procesor-intelr-coretm-i7-11800h-17-3-full-hd-144hz-16gb-1tb-ssd-nvidiar-geforce-rtxtm-3060-6gb-no-os-graphite-black-fx706hm-hx064/pd/D9QSLXMBM/
4199,"Laptop ASUS VivoBook S15 S532EQ cu procesor Intel® Core™ i5-1135G7 pana la 4.20GHz, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA® GeForce® MX350 2GB GDDR5, Windows 10 Home, Rose Gold",https://www.emag.ro/laptop-asus-vivobook-s15-s532eq-cu-procesor-intelr-coretm-i5-1135g7-pana-la-4-20ghz-15-6-full-hd-8gb-512gb-ssd-nvidiar-geforcer-mx350-2gb-gddr5-windows-10-home-rose-gold-s532eq-bq053t/pd/D6SWBXMBM/
1449,"Laptop Lenovo IdeaPad 3 15ITL6 cu procesor Intel Celeron 6305, 15.6"", Full HD,IPS, 4GB, 256GB SSD, Intel UHD Graphics, No OS, Sand",https://www.emag.ro/laptop-lenovo-ideapad-3-15itl6-cu-procesor-intel-celeron-6305-15-6-full-hd-ips-4gb-256gb-ssd-intel-uhd-graphics-no-os-sand-82h801f0rm/pd/DJNQQPMBM/
1799,"Laptop ASUS M515DA cu procesor AMD Ryzen™ 3 3250U, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon™ Graphics, No OS, Transparent Silver",https://www.emag.ro/laptop-asus-m515da-cu-procesor-amd-ryzentm-3-3250u-15-6-full-hd-8gb-256gb-ssd-amd-radeontm-graphics-no-os-transparent-silver-m515da-bq1058/pd/D9TP4XMBM/
2399,"Laptop ultraportabil Acer Swift 3 SF314 cu procesor AMD Ryzen 3 5300U, 14"", Full HD, 8GB, 512GB SSD, AMD Radeon Graphics, Windows 10 Home, Electric Blue",https://www.emag.ro/laptop-ultraportabil-acer-swift-3-sf314-cu-procesor-amd-ryzen-3-5300u-14-full-hd-8gb-512gb-ssd-amd-radeon-graphics-windows-10-home-electric-blue-nx-acpex-001/pd/DZPW6HMBM/
4499,"Laptop Gaming Victus by HP 16-e0041nq cu procesor AMD Ryzen™ 5 5600H, 16.1"", Full HD, 144Hz, 8GB, 512GB SSD, NVIDIA® GeForce RTX™ 3050 Ti 4GB, Free DOS, Mica Silver",https://www.emag.ro/laptop-gaming-victus-by-hp-16-e0041nq-cu-procesor-amd-ryzentm-5-5600h-16-1-full-hd-144hz-8gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-ti-4gb-free-dos-mica-silver-4q731ea/pd/DX7KLPMBM/
4899,"Laptop Apple MacBook Air 13-inch, True Tone, procesor Apple M1 , 8 nuclee CPU si 7 nuclee GPU, 8GB, 256GB, Silver, INT KB",https://www.emag.ro/laptop-apple-macbook-air-13-inch-true-tone-procesor-apple-m1-8-nuclee-cpu-si-7-nuclee-gpu-8gb-256gb-silver-int-kb-mgn93ze-a/pd/D85BL7MBM/
1599,"Laptop ASUS X509MA cu procesor Intel® Pentium® Silver N5030, 15.6"", HD, 4GB, 256GB SSD, Intel® UHD Graphics 605, Free DOS, Transparent silver",https://www.emag.ro/laptop-asus-x509ma-cu-procesor-intelr-pentiumr-silver-n5030-15-6-hd-4gb-256gb-ssd-intelr-uhd-graphics-605-free-dos-transparent-silver-x509ma-br542/pd/D394D0MBM/
2199,"Laptop Acer Aspire 5 A515-44 cu procesor AMD Ryzen 5 4500U, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon™ Graphics, No OS, Black",https://www.emag.ro/laptop-acer-aspire-5-a515-44-cu-procesor-amd-ryzen-5-4500u-15-6-full-hd-8gb-256gb-ssd-amd-radeontm-graphics-no-os-black-nx-hw1ex-006/pd/DFKHLXMBM/
4999,"Laptop Acer Aspire 5 A517-52G cu procesor Intel Core i7-1165G7, 17.3"", Full HD, 16GB, 1TB SSD, NVIDIA® GeForce® MX350 2GB, Windows 10 Home, Pure Silver",https://www.emag.ro/laptop-acer-aspire-5-a517-52g-cu-procesor-intel-core-i7-1165g7-17-3-full-hd-16gb-1tb-ssd-nvidiar-geforcer-mx350-2gb-windows-10-home-pure-silver-nx-a5hex-002/pd/DPWX3XMBM/
5799,"Laptop Gaming Acer Nitro 5 AN517-41 cu procesor AMD Ryzen 5 5600H, 17.3"", Full HD, 16GB, 512GB SSD, NVIDIA® GeForce® RTXTM 3060 6GB, No OS, Black",https://www.emag.ro/laptop-gaming-acer-nitro-5-an517-41-cu-procesor-amd-ryzen-5-5600h-17-3-full-hd-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-3060-6gb-no-os-black-nh-qarex-001/pd/DZZ290MBM/
3499,"Laptop HP Pavilion 15-eh1004nq cu procesor AMD Ryzen 7-5700U, 15.6"", Full HD, 8GB, 512GB SSD, AMD Radeon Integrated Graphics, Windows 10 Home, Forest Teal",https://www.emag.ro/laptop-hp-pavilion-15-eh1004nq-cu-procesor-amd-ryzen-7-5700u-15-6-full-hd-8gb-512gb-ssd-amd-radeon-integrated-graphics-windows-10-home-forest-teal-4r8n4ea/pd/DQGZ3XMBM/
3399,"Laptop Gaming HP Pavilion 16-a0057nq cu procesor Core i5-10300H, 16.1"", Full HD, 8GB, 256GB SSD, Nvidia GeForce GTX 1650 4GB, Free DOS, Shadow Black",https://www.emag.ro/laptop-gaming-hp-pavilion-16-a0057nq-cu-procesor-core-i5-10300h-16-1-full-hd-8gb-256gb-ssd-nvidia-geforce-gtx-1650-4gb-free-dos-shadow-black-239l7ea/pd/DQKPQHMBM/
6499,"Laptop Gaming ASUS TUF F15 FX506HM cu procesor Intel® Core™ i7-11800H, 15.6."", Full HD, 240Hz, 8GB, 1TB SSD, NVIDIA® GeForce RTX™ 3060 6GB, No OS, Eclipse Gray",https://www.emag.ro/laptop-gaming-asus-tuf-f15-fx506hm-cu-procesor-intelr-coretm-i7-11800h-15-6-full-hd-240hz-8gb-1tb-ssd-nvidiar-geforce-rtxtm-3060-6gb-no-os-eclipse-gray-fx506hm-az158/pd/DF5Z9HMBM/
4799,"Laptop Gaming ASUS ROG Strix G15 G513IC cu procesor AMD Ryzen™ 7 4800H, 15.6"", Full HD, 144Hz, 16GB, 512GB SSD, NVIDIA® GeForce RTX™ 3050 4GB, Free DOS, Eclipse Gray",https://www.emag.ro/laptop-gaming-asus-rog-strix-g15-g513ic-cu-procesor-amd-ryzentm-7-4800h-15-6-full-hd-144hz-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-4gb-free-dos-eclipse-gray-g513ic-hn004/pd/DPS5ZPMBM/
1799,"Laptop ultraportabil Weigo cu procesor Intel Core i3-5005U 2.00 GHz, 14.1"" Full HD, 8GB, 256GB SSD, Intel HD Graphics 5500, Windows 10 Pro, Grey",https://www.emag.ro/laptop-ultraportabil-weigo-cu-procesor-intel-core-i3-5005u-2-00-ghz-14-1-full-hd-8gb-256gb-ssd-intel-hd-graphics-5500-windows-10-pro-grey-wub-pl-148256a/pd/D51D3TMBM/
2999,"Laptop Gaming MSI GF63 Thin 10SC-209XRO cu procesor Intel® Core™ i5-10300H, 15.6"", Full HD, 8GB, 256GB SSD, NVIDIA® GeForce® GTX 1650 Max-Q 4GB, Free DOS, Black",https://www.emag.ro/laptop-gaming-msi-gf63-thin-10sc-209xro-cu-procesor-intelr-coretm-i5-10300h-15-6-full-hd-8gb-256gb-ssd-nvidiar-geforcer-gtx-1650-max-q-4gb-free-dos-black-9s7-16r512-209/pd/DM778NMBM/
2399,"Laptop HP 14-DQ1077 cu procesor Intel® Core™ i3-1005G1 pana la 3.40 GHz, 14"" Full HD, 8GB, 256GB SSD, Intel® UHD Graphics, Windows 10 Home S, Silver",https://www.emag.ro/laptop-hp-14-dq1077-cu-procesor-intelr-coretm-i3-1005g1-pana-la-3-40-ghz-14-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-windows-10-home-s-silver-2s8g4ua/pd/DNJT3TMBM/
2699,"Laptop HP 250 G8 cu procesor Intel Core i5-1035G1, 15.6"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics, Free DOS, Silver",https://www.emag.ro/laptop-hp-250-g8-cu-procesor-intel-core-i5-1035g1-15-6-full-hd-8gb-512gb-ssd-intel-uhd-graphics-free-dos-silver-2x7v7ea/pd/DVY8KHMBM/
1899,"Laptop Lenovo IdeaPad 3 15ITL6 cu procesor Intel Core i3-1115G4, 15.6"", Full HD,IPS, 4GB, 256GB SSD, Intel UHD Graphics, No OS, Sand",https://www.emag.ro/laptop-lenovo-ideapad-3-15itl6-cu-procesor-intel-core-i3-1115g4-15-6-full-hd-ips-4gb-256gb-ssd-intel-uhd-graphics-no-os-sand-82h801f1rm/pd/DSNQQPMBM/
3199,"Laptop HP 15-dw3022nq cu prpocesor Intel Core i5-1135G7, 15.6"", Full HD, 8GB, 512GB SSD, Intel Iris Xe, Windows 10 Home, Natural Silver",https://www.emag.ro/laptop-hp-15-dw3022nq-cu-prpocesor-intel-core-i5-1135g7-15-6-full-hd-8gb-512gb-ssd-intel-iris-xe-windows-10-home-natural-silver-4r8n1ea/pd/D1GZ3XMBM/
3899,"Laptop Gaming HP Pavilion 16-a0051nq cu procesor Intel Core i5-10300H, 16.1"", 8GB, 256GB SSD + 1TB HDD, nVidia GeForce GTX 1650 Ti 4GB, Free DOS, Shadow Black",https://www.emag.ro/laptop-gaming-hp-pavilion-16-a0051nq-cu-procesor-intel-core-i5-10300h-16-1-8gb-256gb-ssd-1tb-hdd-nvidia-geforce-gtx-1650-ti-4gb-free-dos-shadow-black-2l8z4ea/pd/DVF1NPMBM/
3499,"Laptop Gaming Acer Aspire 7 A715 cu procesor AMD Ryzen 7 3750H, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA® GeForce® GTX 1650Ti 4GB, No OS, Black",https://www.emag.ro/laptop-gaming-acer-aspire-7-a715-cu-procesor-amd-ryzen-7-3750h-15-6-full-hd-8gb-512gb-ssd-nvidiar-geforcer-gtx-1650ti-4gb-no-os-black-nh-q8qex-003/pd/D7K1PNMBM/
3999,"Laptop HP Pavilion 15-eg0029nq cu procesor Intel® Core™ i7-1165G7, 15.6"", Full HD, 16GB, 512GB SSD, Intel® Iris® Xᵉ Graphics, Free DOS, Fog Blue",https://www.emag.ro/laptop-hp-pavilion-15-eg0029nq-cu-procesor-intelr-coretm-i7-1165g7-15-6-full-hd-16gb-512gb-ssd-intelr-irisr-x-graphics-free-dos-fog-blue-4q6d8ea/pd/DJWD3PMBM/
2099,"Laptop Lenovo IdeaPad 3 15IIL05 cu procesor Intel Core i3-1005G1, 15.6"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX330 2GB, No OS, Platinum Grey",https://www.emag.ro/laptop-lenovo-ideapad-3-15iil05-cu-procesor-intel-core-i3-1005g1-15-6-full-hd-8gb-256gb-ssd-nvidia-geforce-mx330-2gb-no-os-platinum-grey-81we010mpb/pd/D4WB1PMBM/
3899,"Laptop ASUS ASUS VivoBook Pro 15 K3500PA cu procesor Intel® Core™ i5-11300H, 15.6"", Full HD, 16GB, 1TB SSD, Intel Iris Xᵉ Graphics, No OS, Quiet Blue",https://www.emag.ro/laptop-asus-asus-vivobook-pro-15-k3500pa-cu-procesor-intelr-coretm-i5-11300h-15-6-full-hd-16gb-1tb-ssd-intel-iris-x-graphics-no-os-quiet-blue-k3500pa-kj267/pd/D94J2XMBM/
4199,"Laptop ASUS ZenBook 13 OLED UX325EA cu procesor Intel® Core™ i7-1165G7, 13.3"", Full HD, 8GB, 512GB SSD, Intel Iris Xᵉ Graphics, No OS, Pine Grey",https://www.emag.ro/laptop-asus-zenbook-13-oled-ux325ea-cu-procesor-intelr-coretm-i7-1165g7-13-3-full-hd-8gb-512gb-ssd-intel-iris-x-graphics-no-os-pine-grey-ux325ea-kg257/pd/DY4R0HMBM/
1999,"Laptop ultraportabil MSI Modern 14 B10MW-431XRO cu procesor Intel Core i3-10110U pana la 4.10 GHz, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics,",https://www.emag.ro/laptop-ultraportabil-msi-modern-14-b10mw-431xro-cu-procesor-intel-core-i3-10110u-pana-la-4-10-ghz-14-full-hd-8gb-256gb-ssd-intel-uhd-graphics-9s7-14d114-431/pd/DBQM3KMBM/
3699,"Laptop ultraportabil Huawei MateBook 13 cu procesor AMD Ryzen 7 3700U, 13"", 2K, 16GB, 512GB SSD, Radeon Integrated Graphics, Windows 10 Home, Grey",https://www.emag.ro/laptop-ultraportabil-huawei-matebook-13-cu-procesor-amd-ryzen-7-3700u-13-2k-16gb-512gb-ssd-radeon-integrated-graphics-windows-10-home-grey-53012cuw/pd/DSSGVHMBM/
7999,"Laptop Gaming ASUS ROG Strix SCAR 15 G533QM cu procesor AMD Ryzen™ 9 5900HX, 15.6"", WQHD, 165Hz, 16GB, 1TB SSD, NVIDIA® GeForce RTX™ 3060 6GB, No Os Black",https://www.emag.ro/laptop-gaming-asus-rog-strix-scar-15-g533qm-cu-procesor-amd-ryzentm-9-5900hx-15-6-wqhd-165hz-16gb-1tb-ssd-nvidiar-geforce-rtxtm-3060-6gb-no-os-black-g533qm-hq037/pd/D4JGFXMBM/
3399,"Laptop ASUS VivoBook 15 K513EA cu procesor Intel® Core™ i7-1165G7, 15.6"", Full HD, 8GB, 512GB SSD, Intel Iris Xᵉ Graphics, No OS, Hearty Gold",https://www.emag.ro/laptop-asus-vivobook-15-k513ea-cu-procesor-intelr-coretm-i7-1165g7-15-6-full-hd-8gb-512gb-ssd-intel-iris-x-graphics-no-os-hearty-gold-k513ea-bn2249/pd/D74J2XMBM/
2899,"Laptop ultraportabil Huawei MateBook D14 2021 cu procesor Intel Core i3 10110U, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics, Windows 10 Home, Mystic Silver",https://www.emag.ro/laptop-ultraportabil-huawei-matebook-d14-2021-cu-procesor-intel-core-i3-10110u-14-full-hd-8gb-256gb-ssd-intel-uhd-graphics-windows-10-home-mystic-silver-53011wdu/pd/D6SXVHMBM/
1899,"Laptop ultraportabil ASUS X415EA cu procesor Intel® Core™ i3-1115G4, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics, No OS, Slate Grey",https://www.emag.ro/laptop-ultraportabil-asus-x415ea-cu-procesor-intelr-coretm-i3-1115g4-14-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-no-os-slate-grey-x415ea-ek613/pd/DN4J2XMBM/
3999,"Laptop Gaming HP Pavilion 15-ec2013nq cu procesor AMD Ryzen 5 5600H, 15.6"", Full HD, 144Hz, 8GB, 512GB SSD, NVIDIA GeForce RTX 3050 4GB, Free DOS, Shadow Black",https://www.emag.ro/laptop-gaming-hp-pavilion-15-ec2013nq-cu-procesor-amd-ryzen-5-5600h-15-6-full-hd-144hz-8gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-free-dos-shadow-black-427k2ea/pd/DN5XVXMBM/
2999,"Laptop HP 250 G8 cu procesor Intel Core I5-1035G1, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce MX130 2GB, Free DOS, Silver",https://www.emag.ro/laptop-hp-250-g8-cu-procesor-intel-core-i5-1035g1-15-6-full-hd-8gb-512gb-ssd-nvidia-geforce-mx130-2gb-free-dos-silver-2x7x8ea/pd/D5HY5HMBM/
4299,"Laptop Gaming Lenovo IdeaPad 3 15ACH6 cu procesor AMD Ryzen 7 5800H, 15.6"", Full HD, 16GB, 512GB SSD, NVIDIA GeForce RTX 3050 4GB, No OS, Shadow Black",https://www.emag.ro/laptop-gaming-lenovo-ideapad-3-15ach6-cu-procesor-amd-ryzen-7-5800h-15-6-full-hd-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-no-os-shadow-black-82k2007grm/pd/DHLYXXMBM/
6299,"Laptop Apple MacBook Pro 13-inch, True Tone, procesor Apple M1, 8 nuclee CPU si 8 nuclee GPU, 8GB, 256GB SSD, Silver, INT KB",https://www.emag.ro/laptop-apple-macbook-pro-13-inch-true-tone-procesor-apple-m1-8-nuclee-cpu-si-8-nuclee-gpu-8gb-256gb-ssd-silver-int-kb-myda2ze-a/pd/D96BL7MBM/
