pret,descriere,link
2189,"Laptop Fujitsu Lifebook A3510 15.6"" FHD, procesor i3-1005G1, 8GB 3200 Ghz, 256 GB SSD, unitate DVD si port retea integrate, fara sistem de operare, negru",https://www.emag.ro/laptop-fujitsu-lifebook-a3510-15-6-fhd-procesor-i3-1005g1-8gb-3200-ghz-256-gb-ssd-unitate-dvd-si-port-retea-integrate-fara-sistem-de-operare-negru-fpc04918bp/pd/DVZNTDMBM/
3713,"Laptop 2 in 1 Microsoft Surface GO, 12.4"", Pixel Sense, Intel® Core™ i5-1035G1, 8GB, 128GB SSD, Intel® UHD Graphics, Windows 10 Home, Silver",https://www.emag.ro/laptop-2-in-1-microsoft-surface-go-12-4-pixel-sense-intelr-coretm-i5-1035g1-8gb-128gb-ssd-intelr-uhd-graphics-windows-10-home-silver-thh-00046/pd/D6P170MBM/
6366,"Laptop ultraportabil Lenovo ThinkPad T14 Gen 1 cu procesor Intel Core i5-10210U pana la 4.20 GHz, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics, Windows 10 Pro, Black",https://www.emag.ro/laptop-ultraportabil-lenovo-thinkpad-t14-gen-1-cu-procesor-intel-core-i5-10210u-pana-la-4-20-ghz-14-full-hd-8gb-256gb-ssd-intel-uhd-graphics-windows-10-pro-black-20s00043ri/pd/DLHYZYMBM/
3399,"Laptop HP 13.3'' ProBook 430 G7, FHD, Procesor Intel® Core™ i5-10210U, 8GB DDR4, 256GB SSD, Intel UHD Graphics, Win 10 Pro, Silver",https://www.emag.ro/laptop-hp-13-3-probook-430-g7-fhd-procesor-intelr-coretm-i5-10210u-8gb-ddr4-256gb-ssd-intel-uhd-graphics-win-10-pro-silver-8vt38ea/pd/DMW5JPMBM/
3599,"Laptop Gaming Lenovo IdeaPad 3 15IHU6 cu procesor Intel Core i5-11300H, 15.6"", Full HD, 16GB, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, No OS, Shadow Black",https://www.emag.ro/laptop-gaming-lenovo-ideapad-3-15ihu6-cu-procesor-intel-core-i5-11300h-15-6-full-hd-16gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-no-os-shadow-black-82k10033rm/pd/DDDH0XMBM/
18147,"Laptop ultraportabil Lenovo Yoga 9 15IMH5 cu procesor Intel Core i9-10980HK pana la 5.30 GHz, 15.6"", UHD, 16GB, 2TB SSD, NVIDIA GeForce GTX 1650 Ti 4GB, Windows 10 Home, Slate Grey",https://www.emag.ro/laptop-ultraportabil-lenovo-yoga-9-15imh5-cu-procesor-intel-core-i9-10980hk-pana-la-5-30-ghz-15-6-uhd-16gb-2tb-ssd-nvidia-geforce-gtx-1650-ti-4gb-windows-10-home-slate-grey-82de002krm/pd/D6DGNKMBM/
2099,"Laptop HP 250 G8 cu procesor Intel Core i3-1005G1, 15.6"", HD, 4GB, 1TB HDD, Intel UHD Graphics, Free DOS, Asteroid Silver",https://www.emag.ro/laptop-hp-250-g8-cu-procesor-intel-core-i3-1005g1-15-6-hd-4gb-1tb-hdd-intel-uhd-graphics-free-dos-asteroid-silver-27j96ea/pd/DY7GCXMBM/
4699,"Laptop ultraportabil Acer Swift 5 SF514 cu procesor Intel Core i5-1135G7, 14"", Full HD, 16GB, 512GB SSD, Intel® Iris™ Xe Graphics, Windows 10 Home, Mist Green",https://www.emag.ro/laptop-ultraportabil-acer-swift-5-sf514-cu-procesor-intel-core-i5-1135g7-14-full-hd-16gb-512gb-ssd-intelr-iristm-xe-graphics-windows-10-home-mist-green-nx-a34ex-009/pd/D3X59KMBM/
1799,"Laptop ultraportabil Acer Swift 1 cu procesor Intel® Celeron® N5100, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics, No OS, Silver",https://www.emag.ro/laptop-ultraportabil-acer-swift-1-cu-procesor-intelr-celeronr-n5100-14-full-hd-8gb-256gb-ssd-intel-uhd-graphics-no-os-silver-nx-a79ex-004/pd/DXWSMHMBM/
7499,"Laptop ultraportabil ASUS ZenBook Duo 14 UX482 cu procesor Intel® Core™ i7-1165G7 pana la 4.70 GHz, 14"", Full HD, Touch, 16GB, 1TB SSD, NVIDIA® GeForce® MX450 2GB, Windows 10 Pro, Celestial Blue",https://www.emag.ro/laptop-ultraportabil-asus-zenbook-duo-14-ux482-cu-procesor-intelr-coretm-i7-1165g7-pana-la-4-70-ghz-14-full-hd-touch-16gb-1tb-ssd-nvidiar-geforcer-mx450-2gb-windows-10-pro-celestial-blue-ux482eg-hy014/pd/DGJ2PTMBM/
1799,"Laptop ultraportabil HP 240 G8 cu procesor Intel Core i3-1005G1, 14"", HD, 8GB, 256GB SSD, Intel UHD Graphics, Free DOS, Dark Ash Silver",https://www.emag.ro/laptop-ultraportabil-hp-240-g8-cu-procesor-intel-core-i3-1005g1-14-hd-8gb-256gb-ssd-intel-uhd-graphics-free-dos-dark-ash-silver-202z7ea/pd/DVQ93XMBM/
6499,"Laptop Gaming HP Pavilion 15-ec2001nq cu procesor AMD Ryzen™ 7 5800H, 15.6"", Full HD, 144Hz, 16GB, 512GB, NVIDIA® GeForce RTX™ 3050 Ti 4GB, Free DOS, Black",https://www.emag.ro/laptop-gaming-hp-pavilion-15-ec2001nq-cu-procesor-amd-ryzentm-7-5800h-15-6-full-hd-144hz-16gb-512gb-nvidiar-geforce-rtxtm-3050-ti-4gb-free-dos-black-427j3ea/pd/DJNWFXMBM/
2399,"Laptop HP 14-DQ1077 cu procesor Intel® Core™ i3-1005G1 pana la 3.40 GHz, 14"" Full HD, 8GB, 256GB SSD, Intel® UHD Graphics, Windows 10 Home S, Silver",https://www.emag.ro/laptop-hp-14-dq1077-cu-procesor-intelr-coretm-i3-1005g1-pana-la-3-40-ghz-14-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-windows-10-home-s-silver-2s8g4ua/pd/DNJT3TMBM/
3699,"Laptop HP 15s-eq1048nq cu procesor AMD Ryzen™ 7 4700U, 15.6"", Full HD, 16GB, 1TB SSD, AMD Radeon™ Graphics, Windows 10 Home S, Silver",https://www.emag.ro/laptop-hp-15s-eq1048nq-cu-procesor-amd-ryzentm-7-4700u-15-6-full-hd-16gb-1tb-ssd-amd-radeontm-graphics-windows-10-home-s-silver-238z3ea/pd/DD16KPMBM/
3999,"Laptop ASUS Zenbook 14 UM425IA cu procesor AMD Ryzen™ 5 4500U, 14"", Full HD, 8GB, 512GB SSD, AMD Radeon™ Graphics, Windows 10 Pro, Lilac Mist",https://www.emag.ro/laptop-asus-zenbook-14-um425ia-cu-procesor-amd-ryzentm-5-4500u-14-full-hd-8gb-512gb-ssd-amd-radeontm-graphics-windows-10-pro-lilac-mist-um425ia-am003r/pd/DB4R0HMBM/
3399,"Laptop Dell Vostro 3500 cu procesor Intel Core i5-1135G7 pana la 4.20 GHz, 15.6"", Full HD, 8GB, 256GB SSD, nVIDIA GeForce MX330 2GB, Ubuntu, Black",https://www.emag.ro/laptop-dell-vostro-3500-cu-procesor-intel-core-i5-1135g7-pana-la-4-20-ghz-15-6-full-hd-8gb-256gb-ssd-nvidia-geforce-mx330-2gb-ubuntu-black-n3003vn3500-ubu/pd/DFWRY0MBM/
14999,"Laptop Lenovo, ThinkPad X1 Carbon, 14"", i7 10510U (pana la 4.9 GHz), 16 GB RAM, 1 TB SSD, Windows 10 Pro, Black",https://www.emag.ro/laptop-lenovo-thinkpad-x1-carbon-14-i7-10510u-pana-la-4-9-ghz-16-gb-ram-1-tb-ssd-windows-10-pro-black-hcdp20u9004hpblen/pd/DFM1R0MBM/
9299,"Laptop HP EliteBook 850 G8 cu procesor Intel® Core™ i7-1165G7, 15.6"", Full HD, 32GB, 1TB SSD, Intel Iris Xe Grahics, Windows 10 Pro, Silver",https://www.emag.ro/laptop-hp-elitebook-850-g8-cu-procesor-intelr-coretm-i7-1165g7-15-6-full-hd-32gb-1tb-ssd-intel-iris-xe-grahics-windows-10-pro-silver-2y2q1ea/pd/DY01P0MBM/
2299,"Laptop ultraportabil HP 245 G8 cu procesor AMD Ryzen 3 3250U, 14"", Full HD, 8GB, 256GB SSD, AMD Radeon Graphics, Windows 10 Home, Black",https://www.emag.ro/laptop-ultraportabil-hp-245-g8-cu-procesor-amd-ryzen-3-3250u-14-full-hd-8gb-256gb-ssd-amd-radeon-graphics-windows-10-home-black-27j57ea/pd/DYTPDPMBM/
6499,"Laptop Gaming Lenovo Legion 5 17ITH6 cu procesor Intel Core i5-11400H, 17.3"", Full HD, 144Hz, 16GB, 1TB HDD + 256GB SSD, NVIDIA GeForce RTX 3050 4GB, No Os, Phantom Blue",https://www.emag.ro/laptop-gaming-lenovo-legion-5-17ith6-cu-procesor-intel-core-i5-11400h-17-3-full-hd-144hz-16gb-1tb-hdd-256gb-ssd-nvidia-geforce-rtx-3050-4gb-no-os-phantom-blue-82jn000drm/pd/D0DH0XMBM/
2449,"Laptop Ultraportabil Lenovo IdeaPad 5 14ARE05 cu procesor AMD Ryzen™ 5 4500U, 14"" Full HD, 8GB, 256GB SSD, AMD Radeon™ Graphics, FreeDOS, Platinum Grey",https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-5-14are05-cu-procesor-amd-ryzentm-5-4500u-14-full-hd-8gb-256gb-ssd-amd-radeontm-graphics-freedos-platinum-grey-81ym0051rm/pd/DQ7P03MBM/
5299,"Laptop 2 in 1 HP Spectre x360 13-aw2021nn cu procesor Intel® Core™ i5-1135G7 pana la 4.20 GHz, 13.3"", Full HD, 8GB, 512GB SSD, Intel® Iris® Xᵉ Graphics, Windows 10 Home, Natural Silver",https://www.emag.ro/laptop-2-in-1-hp-spectre-x360-13-aw2021nn-cu-procesor-intelr-coretm-i5-1135g7-pana-la-4-20-ghz-13-3-full-hd-8gb-512gb-ssd-intelr-irisr-x-graphics-windows-10-home-natural-silver-3b0q8ea/pd/D375MTMBM/
4877,"Laptop Apple MacBook Air 13 cu procesor Intel® Dual Core™ i5 1.80GHz, 13.3"", 8GB, 128GB SSD, Intel® HD Graphics 6000, INT KB, Silver",https://www.emag.ro/laptop-apple-macbook-air-13-cu-procesor-intelr-dual-coretm-i5-1-80ghz-13-3-8gb-128gb-ssd-intelr-hd-graphics-6000-int-kb-silver-mqd32ze-a/pd/DLXM4KBBM/
1560,"Laptop Lenovo E41-25 cu procesor AMD Pro A4 4350B,4GB DDR4 ,500GB HDD,Display 14 inchi HD (1366 x 768) ,HDMI, VGA,FreeDOS,Black",https://www.emag.ro/laptop-lenovo-e41-25-cu-procesor-amd-pro-a4-4350b-4gb-ddr4-500gb-hdd-display-14-inchi-hd-1366-x-768-hdmi-vga-freedos-black-lg-09022024/pd/DYFBMTMBM/
6799,"Laptop Gaming Lenovo Legion 5 Pro 16ACH6H cu procesor AMD Ryzen 5 5600H, 16"", WQXGA, 16GB, 512GB SSD, NVIDIA GeForce RTX 3060 6GB, No OS, Stingray",https://www.emag.ro/laptop-gaming-lenovo-legion-5-pro-16ach6h-cu-procesor-amd-ryzen-5-5600h-16-wqxga-16gb-512gb-ssd-nvidia-geforce-rtx-3060-6gb-no-os-stingray-82jq00aurm/pd/DPDH0XMBM/
6499,"Laptop Gaming Lenovo Legion 5 15IMH6 cu procesor Intel Core i7-10750H, 15.6"", Full HD, 120Hz, 16GB, 512GB SSD, NVIDIA GeForce RTX 3050 4GB, No OS, Phantom Black",https://www.emag.ro/laptop-gaming-lenovo-legion-5-15imh6-cu-procesor-intel-core-i7-10750h-15-6-full-hd-120hz-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-no-os-phantom-black-82nl000wrm/pd/DNDH0XMBM/
1899,"Laptop Lenovo IdeaPad 3 15ITL6 cu procesor Intel Core i3-1115G4, 15.6"", Full HD,IPS, 4GB, 256GB SSD, Intel UHD Graphics, No OS, Sand",https://www.emag.ro/laptop-lenovo-ideapad-3-15itl6-cu-procesor-intel-core-i3-1115g4-15-6-full-hd-ips-4gb-256gb-ssd-intel-uhd-graphics-no-os-sand-82h801f1rm/pd/DSNQQPMBM/
10999,"Laptop Gaming ASUS ROG Zephyrus M16 GU603HR cu procesor Intel® Core™ i7-11800H, 16"", WQXGA, 165Hz, 16GB, 1TB SSD, NVIDIA® GeForce RTX™ 3070 8GB, Windows 10 Home, Off Black",https://www.emag.ro/laptop-gaming-asus-rog-zephyrus-m16-gu603hr-cu-procesor-intelr-coretm-i7-11800h-16-wqxga-165hz-16gb-1tb-ssd-nvidiar-geforce-rtxtm-3070-8gb-windows-10-home-off-black-gu603hr-k8005t/pd/DV9V3PMBM/
6699,"Laptop Gaming Dell G7 17 7700 cu procesor Intel® Core™ i5-10300H, 17.3"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Windows 10 Home, Mineral Black",https://www.emag.ro/laptop-gaming-dell-g7-17-7700-cu-procesor-intelr-coretm-i5-10300h-17-3-full-hd-8gb-512gb-ssd-nvidia-geforce-gtx-1660-ti-6gb-windows-10-home-mineral-black-dig77700i58512gwh/pd/D14Y10MBM/
4999,"Laptop ultraportabil Acer Swift 5 SF514-55T cu procesor Intel Core i5-1135G7, 14"", Full HD, 16GB, 512GB SSD, Intel Iris Xe Graphics, Windows 10 Pro, Green",https://www.emag.ro/laptop-ultraportabil-acer-swift-5-sf514-55t-cu-procesor-intel-core-i5-1135g7-14-full-hd-16gb-512gb-ssd-intel-iris-xe-graphics-windows-10-pro-green-nx-a34ex-00d/pd/DPW1NNMBM/
3796,"Laptop Clevo NS50 i3-1115G4 2C, 3.0 GHz, 15.6” Full HD, 8G DDR4, 500G SSD NVME 3000MB/s, Thunderbolt, USB-TypeC, Tastatura luminata",https://www.emag.ro/laptop-clevo-ns50-i3-1115g4-2c-3-0-ghz-15-6-full-hd-8g-ddr4-500g-ssd-nvme-3000mb-s-thunderbolt-usb-typec-tastatura-luminata-ns50mu-i3/pd/DPS12XMBM/
5999,"Laptop MSI Prestige 14 A11SCX-402XRO cu procesor Intel® Core™ i7-1185G7 , 14"" Full HD, 16GB, 1TB SSD, NVIDIA® GeForce® GTX1650 MaxQ 4GB, No OS, Rose Pink",https://www.emag.ro/laptop-msi-prestige-14-a11scx-402xro-cu-procesor-intelr-coretm-i7-1185g7-14-full-hd-16gb-1tb-ssd-nvidiar-geforcer-gtx1650-maxq-4gb-no-os-rose-pink-9s7-14c413-402/pd/DJ5K9PMBM/
3199,"Laptop Dell Vostro 3500 cu procesor Intel Core i5-1135G7 pana la 4.20 GHz, 15.6"", Full HD, 4GB, 1TB HDD, Intel Iris Xe Graphics, Windows 10 Pro, Black",https://www.emag.ro/laptop-dell-vostro-3500-cu-procesor-intel-core-i5-1135g7-pana-la-4-20-ghz-15-6-full-hd-4gb-1tb-hdd-intel-iris-xe-graphics-windows-10-pro-black-n6400vn3500emea/pd/DR6LJTMBM/
2748,"Laptop HP 250 G7 cu procesor Intel® Core™ i5-1035G1 pana la 3.60 GHz, 15.6"", Full HD, 8GB, 256GB SSD, DVD-RW, Intel UHD Graphics, Free DOS, Dark Ash Silver",https://www.emag.ro/laptop-hp-250-g7-cu-procesor-intelr-coretm-i5-1035g1-pana-la-3-60-ghz-15-6-full-hd-8gb-256gb-ssd-dvd-rw-intel-uhd-graphics-free-dos-dark-ash-silver-14z76ea/pd/D9BBCKMBM/
4949,"Laptop ThinkBook 15 G2 ARE cu procesor AMD Ryzen 7 4700U pana la 4.10 GHz, 15.6"", Full HD, 8GB, 512GB SSD, AMD Radeon Graphics, Windows 10 Pro, Mineral Grey",https://www.emag.ro/laptop-thinkbook-15-g2-are-cu-procesor-amd-ryzen-7-4700u-pana-la-4-10-ghz-15-6-full-hd-8gb-512gb-ssd-amd-radeon-graphics-windows-10-pro-mineral-grey-20vg00bapb/pd/D9NFMHMBM/
3999,"Laptop ASUS Vivobook Pro 15 OLED M3500QA cu procesor AMD Ryzen™ 7 5800H, 15.6"", Full HD, 8GB, 512GB SSD, AMD Radeon™ Graphics, No OS, Quiet Blue",https://www.emag.ro/laptop-asus-vivobook-pro-15-oled-m3500qa-cu-procesor-amd-ryzentm-7-5800h-15-6-full-hd-8gb-512gb-ssd-amd-radeontm-graphics-no-os-quiet-blue-m3500qa-l1166/pd/D0QSLXMBM/
3899,"Laptop ASUS ZenBook 14 UX425EA cu procesor Intel® Core™ i5-1135G7, 14"", Full HD, 8GB, 512GB SSD, Intel Iris Xᵉ Graphics, Windows 10 Home, Lilac Mist",https://www.emag.ro/laptop-asus-zenbook-14-ux425ea-cu-procesor-intelr-coretm-i5-1135g7-14-full-hd-8gb-512gb-ssd-intel-iris-x-graphics-windows-10-home-lilac-mist-ux425ea-ki574t/pd/DD4J2XMBM/
2197,"Laptop Dell Vostro 3500 cu procesor Intel Core i3-1115G4, 15.6inch, RAM 8GB, SSD 256GB, Intel UHD Graphics, Linux, Accent Black",https://www.emag.ro/laptop-dell-vostro-3500-cu-procesor-intel-core-i3-1115g4-15-6inch-ram-8gb-ssd-256gb-intel-uhd-graphics-linux-accent-black-pcf300129/pd/D397BHMBM/
8999,"Laptop Gaming ASUS ROG Zephyrus G14 GA401QM cu procesor AMD Ryzen™ 9 5900HS, 14"", QHD, 120Hz, 32GB, 1TB SSD, NVIDIA® GeForce RTX™ 3060 6GB, Windows 10 Home, Eclipse Gray",https://www.emag.ro/laptop-gaming-asus-rog-zephyrus-g14-ga401qm-cu-procesor-amd-ryzentm-9-5900hs-14-qhd-120hz-32gb-1tb-ssd-nvidiar-geforce-rtxtm-3060-6gb-windows-10-home-eclipse-gray-ga401qm-k2053t/pd/D3LFKXMBM/
3999,"Laptop Gaming Dell G5 15 5510 cu procesor Intel Core i5-10200H, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce GTX1650 4GB, Ubuntu Black",https://www.emag.ro/laptop-gaming-dell-g5-15-5510-cu-procesor-intel-core-i5-10200h-15-6-full-hd-8gb-512gb-ssd-nvidia-geforce-gtx1650-4gb-ubuntu-black-dig55510i58512nub/pd/D4P79XMBM/
6069,"Laptop ASUS TUF F15 FX506LU, 15.6inch, Intel Core i7-10870H, RAM 8GB, SSD 512GB, nVidia GeForce GTX 1660 Ti 6GB, No OS, Fortress Gray",https://www.emag.ro/laptop-asus-tuf-f15-fx506lu-15-6inch-intel-core-i7-10870h-ram-8gb-ssd-512gb-nvidia-geforce-gtx-1660-ti-6gb-no-os-fortress-gray-fx506lu-hn767/pd/DY7CYTMBM/
3899,"Laptop Gaming HP Pavilion 16-a0051nq cu procesor Intel Core i5-10300H, 16.1"", 8GB, 256GB SSD + 1TB HDD, nVidia GeForce GTX 1650 Ti 4GB, Free DOS, Shadow Black",https://www.emag.ro/laptop-gaming-hp-pavilion-16-a0051nq-cu-procesor-intel-core-i5-10300h-16-1-8gb-256gb-ssd-1tb-hdd-nvidia-geforce-gtx-1650-ti-4gb-free-dos-shadow-black-2l8z4ea/pd/DVF1NPMBM/
3389,"Laptop Lenovo Flex 5 14IIL05, 14"" FHD IPS Touch Screen, Intel Core i5-1035G1 4-core, 8GB DDR4, 128 GB SSD m2 PCIe, NVIDIA GeForce MX330 2GB GDDR5, Windows 10 Home, Gri Deschis",https://www.emag.ro/laptop-lenovo-flex-5-14iil05-14-fhd-ips-touch-screen-intel-core-i5-1035g1-4-core-8gb-ddr4-128-gb-ssd-m2-pcie-nvidia-geforce-mx330-2gb-gddr5-windows-10-home-gri-deschis-81x10095ge-2/pd/D8WQHXMBM/
1799,"Laptop ultraportabil Chuwi GemiBook Pro cu procesor Intel Celeron J4125 pana la 2.7GHz, 14"", 2K, 256GB SSD, 12 GB RAM, Intel UHD Graphics 600, Windows 10 Home, Space Grey",https://www.emag.ro/laptop-ultraportabil-chuwi-gemibook-pro-cu-procesor-intel-celeron-j4125-pana-la-2-7ghz-14-2k-256gb-ssd-12-gb-ram-intel-uhd-graphics-600-windows-10-home-space-grey-gebookpq256g21021796/pd/D24Q3NMBM/
4298,"Laptop ASUS Gaming 15.6"" ASUS TUF F15 FX506LH, FHD 144Hz, Intel Core i5-10300H, 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Bonfire Black",https://www.emag.ro/laptop-asus-gaming-15-6-asus-tuf-f15-fx506lh-fhd-144hz-intel-core-i5-10300h-16gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-bonfire-black-fx506lh-hn004mxm-upgrade/pd/DK5LRXMBM/
7999,"Laptop Gaming Dell Inspiron 5500 G5 cu procesor Intel Core i7- 10750H, 15.6"", Full HD, 300Hz, 16GB, 1TB SSD, NVIDIA GeForce RTX 2070 8GB, Ubuntu, Interstellar Dark",https://www.emag.ro/laptop-gaming-dell-inspiron-5500-g5-cu-procesor-intel-core-i7-10750h-15-6-full-hd-300hz-16gb-1tb-ssd-nvidia-geforce-rtx-2070-8gb-ubuntu-interstellar-dark-di5500i71612070u/pd/DYGTSKMBM/
3299,"Laptop HP ProBook 450 G8 cu procesor Intel Core i5-1135G7, 15.6"", Full HD, 8GB, 256GB SSD, Intel® Iris® XeGraphics, Free DOS, Silver",https://www.emag.ro/laptop-hp-probook-450-g8-cu-procesor-intel-core-i5-1135g7-15-6-full-hd-8gb-256gb-ssd-intelr-irisr-xegraphics-free-dos-silver-2x7x1ea/pd/D7TPDPMBM/
8299,"Laptop Gaming Gigabyte AERO 15 XC cu procesor Intel Core i7 10870H pana la 5.00 GHz, 15.6+"", Full HD, 144Hz, 16GB, 512GB SSD, NVIDIA GeForce RTX 3070 8GB, Windows 10 Home, Black",https://www.emag.ro/laptop-gaming-gigabyte-aero-15-xc-cu-procesor-intel-core-i7-10870h-pana-la-5-00-ghz-15-6-full-hd-144hz-16gb-512gb-ssd-nvidia-geforce-rtx-3070-8gb-windows-10-home-black-xc-8ee1130sh/pd/DRZFBKMBM/
4699,"Laptop 2 in 1 ultraportabil Lenovo Yoga 7 14ITL5 cu procesor Intel Core i5-1135G7 pana la 4.20 GHz, Intel Iris Xe Graphics, 14"", Full HD, IPS, 16GB, 1TB SSD, Windows 10 Home, Dark Moss",https://www.emag.ro/laptop-2-in-1-ultraportabil-lenovo-yoga-7-14itl5-cu-procesor-intel-core-i5-1135g7-pana-la-4-20-ghz-intel-iris-xe-graphics-14-full-hd-ips-16gb-1tb-ssd-windows-10-home-dark-moss-82bh00ccrm/pd/D94V70MBM/
5999,"Laptop ultraportabil ASUS ZenBook S UX393EA cu procesor Intel® Core™ i7-1165G7 pana la 4.70 GHz, 13.9"", Full HD, 8GB, 512GB SSD, Intel® Iris Xe Graphics, Windows 10 Home, Jade Black",https://www.emag.ro/laptop-ultraportabil-asus-zenbook-s-ux393ea-cu-procesor-intelr-coretm-i7-1165g7-pana-la-4-70-ghz-13-9-full-hd-8gb-512gb-ssd-intelr-iris-xe-graphics-windows-10-home-jade-black-ux393ea-hk012t/pd/DD0BNDMBM/
4499,"Laptop 2 in 1 HP ENVY x360 15-ee0014nn cu procesor AMD Ryzen™ 5 4500U pana la 4.00 GHz, 15.6"", Full HD, 15.6"", Full HD, 16GB, 512GB SSD, AMD Radeon™ Graphics, Windows 10 Home, Black",https://www.emag.ro/laptop-2-in-1-hp-envy-x360-15-ee0014nn-cu-procesor-amd-ryzentm-5-4500u-pana-la-4-00-ghz-15-6-full-hd-15-6-full-hd-16gb-512gb-ssd-amd-radeontm-graphics-windows-10-home-black-1k9n6ea/pd/D42LQDMBM/
8699,"Laptop 2 in 1 Microsoft Surface Book 3 cu procesor Intel Core i5-1035G7 pana la 3.70 GHz, 13.5"", 8GB, 256GB SSD, Intel Iris Plus Graphics, Windows 10 Home, Silver",https://www.emag.ro/laptop-2-in-1-microsoft-surface-book-3-cu-procesor-intel-core-i5-1035g7-pana-la-3-70-ghz-13-5-8gb-256gb-ssd-intel-iris-plus-graphics-windows-10-home-silver-v6f-00023/pd/DFKY5DMBM/
5399,"Laptop 2-in-1 Dell Inspiron 5406 cu procesor Intel Core i7-1165G7, 14inch Touch, RAM 8GB, SSD 512GB, nVidia GeForce MX330 2GB, Windows 10, Titan Grey",https://www.emag.ro/laptop-2-in-1-dell-inspiron-5406-cu-procesor-intel-core-i7-1165g7-14inch-touch-ram-8gb-ssd-512gb-nvidia-geforce-mx330-2gb-windows-10-titan-grey-di145406i78512nwh/pd/DF3P9HMBM/
4699,"Laptop Gaming HP Pavilion 17-cd1010nq cu procesor Intel® Core™ i7-10750H, 17.3"", Full HD, 8GB, 512GB SSD, Nvidia GeForce GTX 1650 4GB, Free DOS, Shadow Black",https://www.emag.ro/laptop-gaming-hp-pavilion-17-cd1010nq-cu-procesor-intelr-coretm-i7-10750h-17-3-full-hd-8gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-free-dos-shadow-black-20d01ea/pd/DZHY5HMBM/
1399,"Laptop HP ProBook 6470b cu procesor Intel® Core™ i3-3110M 2.40GH, 8GB DDR3, 120GB SSD Intel® HD Graphics, unitate optica DVD-RW",https://www.emag.ro/laptop-hp-probook-6470b-cu-procesor-intelr-coretm-i3-3110m-2-40gh-8gb-ddr3-120gb-ssd-intelr-hd-graphics-unitate-optica-dvd-rw-lg-27102021/pd/DLGDZXMBM/
3199,"Laptop ultraportabil Acer Swift 3 SF314-57 cu procesor Intel® Core™ i5-1035G1 pana la 3.60 GHz, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics, No OS, Blue",https://www.emag.ro/laptop-ultraportabil-acer-swift-3-sf314-57-cu-procesor-intelr-coretm-i5-1035g1-pana-la-3-60-ghz-14-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-no-os-blue-nx-hjhex-001/pd/D128S2MBM/
3449,"Laptop Lenovo IdeaPad 3 17ALC6 cu procesor AMD Ryzen 7 5700U, 17.3"", Full HD,IPS, 12GB, 1TB HDD + 128GB, AMD Radeon Graphics, Windows 10 Home, Abyss Blue",https://www.emag.ro/laptop-lenovo-ideapad-3-17alc6-cu-procesor-amd-ryzen-7-5700u-17-3-full-hd-ips-12gb-1tb-hdd-128gb-amd-radeon-graphics-windows-10-home-abyss-blue-82kv0054rm/pd/DDFMDPMBM/
3999,"Laptop Lenovo ThinkBook 15 G2 cu procesor Intel Core i5-1135G7 pana la 4.20 GHz, 15.6"", Full HD, 8GB, 512GB SSD, Intel Iris Xe Graphics, Windows 10 Pro, Mineral Grey",https://www.emag.ro/laptop-lenovo-thinkbook-15-g2-cu-procesor-intel-core-i5-1135g7-pana-la-4-20-ghz-15-6-full-hd-8gb-512gb-ssd-intel-iris-xe-graphics-windows-10-pro-mineral-grey-20ve00fkrm/pd/DYCR2KMBM/
2618,"Laptop HP 250 G7 cu procesor Intel Core i5-1035G1 pana la 3.60 GHz, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics, Free DOS, Dark Ash Silver",https://www.emag.ro/laptop-hp-250-g7-cu-procesor-intel-core-i5-1035g1-pana-la-3-60-ghz-15-6-full-hd-8gb-256gb-ssd-intel-uhd-graphics-free-dos-dark-ash-silver-14z75ea/pd/D09X1DMBM/
3999,"Laptop HP Pavilion 15-eg0029nq cu procesor Intel® Core™ i7-1165G7, 15.6"", Full HD, 16GB, 512GB SSD, Intel® Iris® Xᵉ Graphics, Free DOS, Fog Blue",https://www.emag.ro/laptop-hp-pavilion-15-eg0029nq-cu-procesor-intelr-coretm-i7-1165g7-15-6-full-hd-16gb-512gb-ssd-intelr-irisr-x-graphics-free-dos-fog-blue-4q6d8ea/pd/DJWD3PMBM/
